ID Description GeneRatio BgRatio pvalue p.adjust qvalue geneID Count
GO:0031348 "negative regulation of defense response" 30/733 234/22215 2.234798855116613e-10 1.3313405374688602e-8 1.068916628262452e-8 16365/93694/80861/63953/14190/14824/15951/102639543/226691/100038882/238205/434341/64685/246730/23960/246727/547253/19255/56045/20723/12258/74748/20847/21354/21355/21929/231712/20821/72565/22695 30
GO:0034340 "response to type I interferon" 15/733 56/22215 2.398498054337881e-10 1.4116461440289817e-8 1.1333929930834426e-8 15976/15977/54123/100038882/434341/246730/23960/246727/19255/56045/20684/20846/20847/384309/58203 15
GO:0001910 "regulation of leukocyte mediated cytotoxicity" 21/733 118/22215 2.734828494252263e-10 1.5904329993359888e-8 1.276938717992974e-8 12010/54725/20296/93694/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16174/18950/20723/21354/21355 21
GO:0002486 "antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent" 12/733 33/22215 2.859768989446775e-10 1.6244152922613368e-8 1.304222674991271e-8 14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042 12
GO:1903901 "negative regulation of viral life cycle" 12/733 33/22215 2.859768989446775e-10 1.6244152922613368e-8 1.304222674991271e-8 69550/16149/12265/17069/76681/319236/217069/22670/20128/209387/667823/384309 12
GO:0051091 "positive regulation of DNA-binding transcription factor activity" 32/733 266/22215 2.937402018447936e-10 1.64933435173772e-8 1.3242298754672729e-8 383619/71371/13198/14158/14283/15982/16173/16174/108960/16452/107607/101540/24105/66214/192656/268749/20684/20848/72512/24088/142980/22029/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823 32
GO:0001914 "regulation of T cell mediated cytotoxicity" 15/733 57/22215 3.15676795663767e-10 1.7523649395653427e-8 1.406951842874636e-8 12010/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/18950/21355 15
GO:0010508 "positive regulation of autophagy" 22/733 131/22215 3.30030377497551e-10 1.811458869747794e-8 1.4543976186349793e-8 12122/69635/13198/69754/15368/16145/15944/107607/71648/18718/72287/192656/72512/24088/76681/319236/74735/20821/20128/209387/94094/667823 22
GO:2000116 "regulation of cysteine-type endopeptidase activity" 30/733 239/22215 3.762487024732457e-10 2.0421943462020058e-8 1.6396522402518286e-8 269275/383619/12018/12122/12362/12364/14219/12955/13063/69635/14102/29816/15511/15951/102639543/226691/16452/16600/16818/18053/107607/16912/19225/192656/223870/20846/79201/22035/72565/22436 30
GO:0001912 "positive regulation of leukocyte mediated cytotoxicity" 18/733 87/22215 3.989847121747501e-10 2.1418025483226968e-8 1.719626417077061e-8 12010/54725/20296/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16174/18950/21355 18
GO:0031343 "positive regulation of cell killing" 19/733 98/22215 4.231167556601119e-10 2.2466579906517897e-8 1.8038135372878454e-8 12010/54725/20296/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16174/18126/18950/21355 19
GO:0030098 "lymphocyte differentiation" 42/733 432/22215 4.5744525481199763e-10 2.402817279308181e-8 1.929191872585742e-8 11352/11920/320940/12010/12018/16149/56708/74256/232174/63953/13653/14087/14102/69754/14190/14369/14370/14961/15242/15967/15977/16168/16169/16173/16186/16194/16362/15900/320404/16818/80859/224860/18950/19255/192656/58185/20377/74748/12703/20442/20848/21929 42
GO:0046596 "regulation of viral entry into host cell" 14/733 50/22215 5.00115676532525e-10 2.5953943606804957e-8 2.0838095971331206e-8 16149/12265/17069/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823/384309 14
GO:0050727 "regulation of inflammatory response" 36/733 334/22215 5.047338060688784e-10 2.5953943606804957e-8 2.0838095971331206e-8 16365/68497/11920/12266/12362/12364/12363/20304/16423/12606/12608/56708/13040/74256/63953/14087/14824/15930/70110/17082/16452/85305/238205/18035/80859/64685/19225/19255/74748/72512/24088/142980/21929/72565/58203/22695 36
GO:0051249 "regulation of lymphocyte activation" 44/733 470/22215 5.815063686318714e-10 2.959019386215304e-8 2.3757595718446854e-8 11920/320940/12010/20296/20304/18106/60533/16423/16149/12608/56708/74256/232174/212123/63953/14087/14102/69754/14165/14190/93695/14961/15930/15977/16161/16168/16169/16173/16186/16362/320404/16818/16854/80859/235587/67245/18950/19255/192656/20377/74748/12703/21929/230979 44
GO:0032652 "regulation of interleukin-1 production" 20/733 112/22215 6.829373011785468e-10 3.439328573461032e-8 2.7613937972775532e-8 383619/12362/12363/13653/229898/69146/15275/15951/226695/102639543/226691/381308/16452/100040462/107607/55991/192656/20848/24088/21929 20
GO:0032479 "regulation of type I interferon production" 19/733 101/22215 7.25676907827846e-10 3.61727723952962e-8 2.904266550554838e-8 16365/80861/17472/71586/16362/27056/54123/15900/100038882/64685/246730/23960/246727/71956/20846/72512/24088/142980/384309 19
GO:0002711 "positive regulation of T cell mediated immunity" 17/733 80/22215 7.88600499601998e-10 3.8912256975310714e-8 3.124216333351456e-8 12010/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16173/18950/58185/21355 17
GO:0031341 "regulation of cell killing" 22/733 137/22215 8.002143090448075e-10 3.909046899683885e-8 3.1385247531588986e-8 12010/54725/20296/93694/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16174/18126/18950/20723/21354/21355 22
GO:0031663 "lipopolysaccharide-mediated signaling pathway" 15/733 61/22215 8.92969692020098e-10 4.318967272790276e-8 3.4676446820915946e-8 16365/20296/20304/16173/108960/18035/18754/192656/20846/21929/76681/319236/20128/209387/667823 15
GO:0019079 "viral genome replication" 21/733 126/22215 9.613201740568652e-10 4.5943272746748214e-8 3.6887277757772745e-8 80287/69550/20304/20307/107373/15951/102639543/226691/71586/15977/100038882/18128/246730/23960/246727/231655/23962/671535/67246/24014/58185 21
GO:0051092 "positive regulation of NF-kappaB transcription factor activity" 23/733 151/22215 9.687117897471987e-10 4.5943272746748214e-8 3.6887277757772745e-8 383619/14158/16173/16174/108960/107607/101540/24105/192656/268749/20848/24088/142980/22029/76681/319236/74735/20821/217069/20128/209387/94094/667823 23
GO:0032606 "type I interferon production" 19/733 103/22215 1.0279473407736048e-9 4.8283872689221726e-8 3.876651611055113e-8 16365/80861/17472/71586/16362/27056/54123/15900/100038882/64685/246730/23960/246727/71956/20846/72512/24088/142980/384309 19
GO:1903706 "regulation of hemopoiesis" 39/733 394/22215 1.1557970852461109e-9 5.3772083442164304e-8 4.317293172558405e-8 320940/12010/20304/16149/12608/56492/93694/74256/232174/63953/14087/14102/69754/14190/15977/16168/16169/16173/16186/16362/100038882/320404/17311/16818/18035/80859/18950/19255/19411/192656/223870/20377/74748/12703/20846/20848/69068/72828/22695 39
GO:0046597 "negative regulation of viral entry into host cell" 11/733 30/22215 1.443737768073898e-9 6.653451884000936e-8 5.3419731120589316e-8 16149/12265/17069/76681/319236/217069/22670/20128/209387/667823/384309 11
GO:0002456 "T cell mediated immunity" 22/733 142/22215 1.6110753933933628e-9 7.355236725912689e-8 5.905427364273163e-8 12010/13036/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15977/16173/16174/18950/58185/20723/74732/21355 22
GO:0032612 "interleukin-1 production" 20/733 118/22215 1.7755096053623523e-9 8.030892983513973e-8 6.447903303684332e-8 383619/12362/12363/13653/229898/69146/15275/15951/226695/102639543/226691/381308/16452/100040462/107607/55991/192656/20848/24088/21929 20
GO:0052372 "modulation by symbiont of entry into host" 14/733 55/22215 1.992544808743311e-9 8.929891184138601e-8 7.169697689403744e-8 16149/12265/17069/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823/384309 14
GO:0018212 "peptidyl-tyrosine modification" 34/733 321/22215 2.4135574007649813e-9 1.0718389002488121e-7 8.605660167703657e-8 11352/11600/20304/16149/56708/14158/14165/14573/14600/15275/15558/16156/16161/16168/16173/16194/16362/16452/17311/16818/78388/211323/547253/80285/18754/19255/72065/192656/20377/12703/230979/22021/22390/195018 34
GO:0019884 "antigen processing and presentation of exogenous antigen" 12/733 40/22215 3.6417816952588807e-9 1.6027120343549216e-7 1.286797401283508e-7 12010/16149/13040/14961/14972/14991/18711/19186/19188/21354/21355/21356 12
GO:0032728 "positive regulation of interferon-beta production" 13/733 49/22215 4.3381122376997415e-9 1.8921141322467176e-7 1.5191547178260562e-7 80861/71586/16362/54123/100038882/246730/23960/246727/71956/72512/24088/142980/384309 13
GO:0070266 "necroptotic process" 11/733 33/22215 4.672640061429619e-9 2.0199864336357246e-7 1.6218217856438528e-7 11796/74256/14102/217837/74568/67245/24105/268749/142980/79201/58203 11
GO:1902187 "negative regulation of viral release from host cell" 9/733 20/22215 5.352194732814812e-9 2.2934623920877508e-7 1.8413922044753453e-7 76681/319236/20821/217069/22670/20128/209387/667823/384309 9
GO:0032481 "positive regulation of type I interferon production" 15/733 69/22215 5.6157283673228634e-9 2.3742759714020782e-7 1.9062764142528997e-7 80861/71586/16362/27056/54123/100038882/246730/23960/246727/71956/20846/72512/24088/142980/384309 15
GO:0060337 "type I interferon signaling pathway" 13/733 50/22215 5.68659751594766e-9 2.3742759714020782e-7 1.9062764142528997e-7 15976/15977/54123/100038882/434341/246730/23960/246727/19255/56045/20846/20847/58203 13
GO:0071357 "cellular response to type I interferon" 13/733 50/22215 5.68659751594766e-9 2.3742759714020782e-7 1.9062764142528997e-7 15976/15977/54123/100038882/434341/246730/23960/246727/19255/56045/20846/20847/58203 13
GO:0022407 "regulation of cell-cell adhesion" 41/733 453/22215 6.05317531625609e-9 2.5059119847382205e-7 2.0119653192123279e-7 11352/12010/20296/20304/18106/60533/16423/16149/386463/12608/74256/63953/14190/93695/14961/15930/15977/16161/16168/16173/16186/16194/16362/320404/16452/16600/16818/16854/80859/18128/14726/67245/18950/19255/66214/192656/12703/21929/230979/21960/72828 41
GO:0043280 "positive regulation of cysteine-type endopeptidase activity involved in apoptotic process" 20/733 127/22215 6.642903044812548e-9 2.726939611252882e-7 2.1894256298073025e-7 269275/12018/12122/12362/12364/14219/13063/69635/14102/29816/16452/16818/18053/107607/223870/20846/79201/22035/72565/22436 20
GO:0045862 "positive regulation of proteolysis" 35/733 351/22215 6.8461422921366346e-9 2.7869504247572884e-7 2.2376075596930787e-7 269275/383619/12018/12122/12362/12364/14219/13036/13063/69635/14102/14824/29816/15511/15951/102639543/226691/16452/16818/18053/107607/53312/19186/19188/192656/56736/75234/223870/20846/20848/329795/79201/22035/72565/22436 35
GO:0018108 "peptidyl-tyrosine phosphorylation" 33/733 318/22215 6.919231263712895e-9 2.7934251837386355e-7 2.242806062513636e-7 11352/11600/20304/16149/56708/14158/14165/14573/14600/15275/15558/16156/16161/16168/16173/16194/16362/16452/17311/16818/78388/211323/547253/80285/18754/19255/72065/192656/20377/12703/230979/22390/195018 33
GO:0097300 "programmed necrotic cell death" 12/733 43/22215 9.129809405895856e-9 3.6556654875246927e-7 2.9350879936469334e-7 11796/12362/74256/14102/217837/74568/67245/24105/268749/142980/79201/58203 12
GO:0002695 "negative regulation of leukocyte activation" 25/733 199/22215 1.0776102621571077e-8 4.279777341981684e-7 3.4361795779181715e-7 11920/60533/16149/12608/74256/14102/69754/14158/14190/93695/14824/14961/15368/15930/15977/16362/16854/238205/235587/67245/19255/20377/12703/21929/230979 25
GO:0002706 "regulation of lymphocyte mediated immunity" 26/733 217/22215 1.4896198963705942e-8 5.868381607879317e-7 4.7116500287579234e-7 12010/12266/54725/56708/93694/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15977/16173/16174/235587/18950/58185/20723/21354/21355 26
GO:0006914 autophagy 39/733 433/22215 1.629052430224458e-8 6.315810414005141e-7 5.070885008367862e-7 72244/11920/12122/12362/69635/13198/71712/69754/15114/15277/15368/16145/60440/15900/15944/72175/17772/59027/107607/71648/217893/18711/18718/72287/353047/192656/67412/20848/72512/24088/21929/76681/319236/74735/20821/20128/209387/94094/667823 39
GO:0061919 "process utilizing autophagic mechanism" 39/733 433/22215 1.629052430224458e-8 6.315810414005141e-7 5.070885008367862e-7 72244/11920/12122/12362/69635/13198/71712/69754/15114/15277/15368/16145/60440/15900/15944/72175/17772/59027/107607/71648/217893/18711/18718/72287/353047/192656/67412/20848/72512/24088/21929/76681/319236/74735/20821/20128/209387/94094/667823 39
GO:0002709 "regulation of T cell mediated immunity" 18/733 109/22215 1.7548115041609024e-8 6.749806454981109e-7 5.419334989227951e-7 12010/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/15977/16173/18950/58185/21355 18
GO:0007259 "receptor signaling pathway via JAK-STAT" 24/733 190/22215 1.9004482068068872e-8 7.252882414259096e-7 5.82324837052834e-7 20304/219103/56708/14158/14600/15967/15977/16168/16169/16173/16194/16362/16452/16818/18128/547253/80285/18811/18812/19255/12703/20846/20847/20848 24
GO:0097191 "extrinsic apoptotic signaling pathway" 27/733 237/22215 2.3252540131593704e-8 8.805322367661647e-7 7.069682948210375e-7 433256/11910/12018/12122/74256/69635/14102/14165/14630/14573/15368/16173/414801/16452/17311/16819/16854/211323/24105/20377/20684/142980/21929/79202/79201/22035/22029 27
GO:0050866 "negative regulation of cell activation" 26/733 222/22215 2.391555068270197e-8 8.986728083461472e-7 7.215331323380368e-7 11920/60533/16149/12608/74256/14102/69754/14158/14190/93695/14824/14961/15368/15930/15977/16362/16854/238205/235587/67245/19255/20377/12703/21929/230979/72828 26
GO:0031331 "positive regulation of cellular catabolic process" 38/733 422/22215 2.5071537597922813e-8 9.349195508843737e-7 7.506351875440772e-7 433256/11920/12122/69635/13198/209200/69754/15368/15511/15558/16145/15944/17454/107607/53312/71648/18718/72287/66853/71701/67710/192656/56736/75234/72512/24088/329795/21929/76681/319236/74735/20821/20128/209387/94094/667823/214290/22695 38
GO:0002274 "myeloid leukocyte activation" 28/733 254/22215 2.6283755739574553e-8 9.72698081725922e-7 7.809670963768326e-7 11920/74481/12362/20304/18106/12606/246256/14158/14824/15368/70110/15977/16168/16173/16174/17082/16452/85305/238205/59027/64685/18754/74732/20910/24088/142980/24108/70450 28
GO:0002708 "positive regulation of lymphocyte mediated immunity" 21/733 151/22215 2.695147816951575e-8 9.899095553239432e-7 7.947859727709988e-7 12010/12266/54725/56708/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16173/16174/18950/58185/21355 21
GO:0045619 "regulation of lymphocyte differentiation" 24/733 196/22215 3.4918621074436446e-8 1.2729661488703138e-6 1.022048563419876e-6 320940/16149/74256/232174/63953/14087/14102/69754/14190/15977/16168/16169/16173/16186/16362/320404/16818/80859/18950/19255/192656/20377/74748/12703 24
GO:0032608 "interferon-beta production" 14/733 68/22215 3.7923965775563544e-8 1.3621953883354994e-6 1.0936896012364531e-6 80861/71586/16362/54123/100038882/64685/246730/23960/246727/71956/72512/24088/142980/384309 14
GO:0032648 "regulation of interferon-beta production" 14/733 68/22215 3.7923965775563544e-8 1.3621953883354994e-6 1.0936896012364531e-6 80861/71586/16362/54123/100038882/64685/246730/23960/246727/71956/72512/24088/142980/384309 14
GO:0097696 "receptor signaling pathway via STAT" 24/733 197/22215 3.854748371063736e-8 1.3744850943537481e-6 1.1035568521385696e-6 20304/219103/56708/14158/14600/15967/15977/16168/16169/16173/16194/16362/16452/16818/18128/547253/80285/18811/18812/19255/12703/20846/20847/20848 24
GO:0032102 "negative regulation of response to external stimulus" 36/733 395/22215 4.3163366723544436e-8 1.527920626409526e-6 1.226748317406e-6 16365/20296/93694/80861/63953/14190/14824/15951/102639543/226691/100038882/238205/434341/64685/18128/246730/23960/246727/547253/19255/56045/20348/20350/20723/12258/74748/20847/21354/21355/21929/21960/231712/20821/72565/72828/22695 36
GO:0002698 "negative regulation of immune effector process" 19/733 129/22215 4.8266759574118545e-8 1.6841651465683507e-6 1.3521950840087646e-6 11600/69550/16423/93694/63953/14158/14190/14824/15368/15977/16362/16854/235587/20723/12258/74748/21354/21355/21929 19
GO:0050729 "positive regulation of inflammatory response" 19/733 129/22215 4.8266759574118545e-8 1.6841651465683507e-6 1.3521950840087646e-6 12266/20304/16423/12606/12608/13040/14824/15930/70110/17082/16452/85305/18035/80859/64685/19225/24088/142980/58203 19
GO:0050730 "regulation of peptidyl-tyrosine phosphorylation" 28/733 262/22215 5.12775791689404e-8 1.7765317322005238e-6 1.4263550577340198e-6 11600/20304/16149/56708/14165/14573/14600/15558/16156/16168/16173/16194/16362/16452/17311/16818/78388/211323/547253/80285/18754/19255/72065/192656/20377/12703/230979/195018 28
GO:0002478 "antigen processing and presentation of exogenous peptide antigen" 10/733 33/22215 6.694431641816758e-8 2.3029787725545676e-6 1.8490327870577645e-6 12010/16149/13040/14961/14972/14991/18711/21354/21355/21356 10
GO:0022408 "negative regulation of cell-cell adhesion" 24/733 204/22215 7.555184122802707e-8 2.58091429649589e-6 2.0721837351168853e-6 11352/60533/16149/386463/12608/74256/14190/93695/14961/15930/15977/16362/16452/16600/16854/18128/67245/19255/66214/12703/21929/230979/21960/72828 24
GO:0050863 "regulation of T cell activation" 32/733 335/22215 8.297182269651233e-8 2.814703846336547e-6 2.2598904339707964e-6 12010/20296/20304/18106/60533/16423/16149/12608/74256/232174/63953/14087/14190/93695/14961/15930/15977/16161/16168/16173/16186/16362/320404/16818/16854/80859/67245/18950/19255/192656/12703/230979 32
GO:0002705 "positive regulation of leukocyte mediated immunity" 22/733 176/22215 8.927217597633979e-8 3.00754882513393e-6 2.414723250002483e-6 12010/12266/54725/20296/56708/14964/14972/14991/15015/110557/15018/15019/110558/15024/15039/15040/15042/16173/16174/18950/58185/21355 22
GO:0060760 "positive regulation of response to cytokine stimulus" 12/733 53/22215 1.1732818754368262e-7 3.925672576375956e-6 3.151873300560645e-6 12362/16149/71586/16145/54123/15944/434341/547253/80285/192656/24088/58203 12
GO:0043281 "regulation of cysteine-type endopeptidase activity involved in apoptotic process" 24/733 210/22215 1.3113153093771995e-7 4.346498465558637e-6 3.4897491316428343e-6 269275/12018/12122/12362/12364/14219/12955/13063/69635/14102/29816/15511/16452/16600/16818/18053/107607/19225/223870/20846/79201/22035/72565/22436 24
GO:0050867 "positive regulation of cell activation" 34/733 377/22215 1.3168511216022074e-7 4.346498465558637e-6 3.4897491316428343e-6 320940/12010/20296/20304/14219/18106/60533/16423/16149/12606/56708/74256/63953/14165/14961/16161/16168/16169/16173/17082/16186/16362/320404/16452/85305/16818/80859/14726/67245/18950/192656/12703/20910/230979 34
GO:0051250 "negative regulation of lymphocyte activation" 21/733 167/22215 1.5757994699921827e-7 5.166295577793162e-6 4.1479539563340674e-6 11920/60533/16149/12608/74256/14102/69754/14190/93695/14961/15930/15977/16362/16854/235587/67245/19255/20377/12703/21929/230979 21
GO:0000209 "protein polyubiquitination" 26/733 244/22215 1.6240261908770078e-7 5.287920654596284e-6 4.245605205845123e-6 68497/11796/212123/209200/64685/671535/67245/24105/81018/67845/71956/56736/75234/268749/21929/22029/76681/319236/74735/20821/20128/209387/94094/667823/384309/56791 26
GO:0009896 "positive regulation of catabolic process" 40/733 491/22215 1.634546609711441e-7 5.287920654596284e-6 4.245605205845123e-6 433256/68497/11920/12122/69635/13198/209200/69754/15368/15511/15558/16145/15944/17454/107607/53312/71648/18718/72287/66853/71701/67710/18754/192656/56736/75234/72512/24088/329795/21929/76681/319236/74735/20821/20128/209387/94094/667823/214290/22695 40
GO:0060338 "regulation of type I interferon-mediated signaling pathway" 10/733 36/22215 1.680763759037177e-7 5.401665107168822e-6 4.3369292009505e-6 54123/100038882/434341/246730/23960/246727/19255/56045/20847/58203 10
GO:1903037 "regulation of leukocyte cell-cell adhesion" 31/733 330/22215 1.9176620999027944e-7 6.122731606552386e-6 4.915864454239981e-6 12010/20296/20304/18106/60533/16423/16149/12608/74256/63953/14190/93695/14961/15930/15977/16161/16168/16173/16186/16362/320404/16600/16818/16854/80859/67245/18950/19255/192656/12703/230979 31
GO:0060330 "regulation of response to interferon-gamma" 7/733 15/22215 2.113522487173916e-7 6.661004741835212e-6 5.348037206933794e-6 16145/15944/434341/547253/80285/19255/12703 7
GO:0060334 "regulation of interferon-gamma-mediated signaling pathway" 7/733 15/22215 2.113522487173916e-7 6.661004741835212e-6 5.348037206933794e-6 16145/15944/434341/547253/80285/19255/12703 7
GO:0007159 "leukocyte cell-cell adhesion" 33/733 369/22215 2.4436425932611323e-7 7.652047479538866e-6 6.143732997632239e-6 12010/20296/20304/18106/60533/16423/16149/12608/74256/63953/14190/93695/14961/15930/15977/16161/16168/16173/16186/16362/16421/320404/16600/16818/16854/17123/80859/67245/18950/19255/192656/12703/230979 33
GO:1902105 "regulation of leukocyte differentiation" 30/733 317/22215 2.5706099672877525e-7 7.998362860000428e-6 6.421785275302827e-6 320940/20304/16149/12608/56492/93694/74256/232174/63953/14087/14102/69754/14190/15977/16168/16169/16173/16186/16362/320404/17311/16818/80859/18950/19255/192656/20377/74748/12703/72828 30
GO:0032088 "negative regulation of NF-kappaB transcription factor activity" 14/733 80/22215 3.219310101861793e-7 9.89077348905337e-6 7.94117804669781e-6 16365/383619/74256/13198/108960/16600/18035/18036/434341/671535/67245/24105/21929/20821 14
GO:0043903 "regulation of biological process involved in symbiotic interaction" 14/733 80/22215 3.219310101861793e-7 9.89077348905337e-6 7.94117804669781e-6 16149/12265/17069/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823/384309 14
GO:0002263 "cell activation involved in immune response" 30/733 323/22215 3.8461909697285505e-7 1.174290180445248e-5 9.428228653426697e-6 18106/16149/56708/14158/14190/14824/14991/15368/70110/15967/15977/16173/16194/16362/15900/85305/16854/80859/64685/235587/224860/18754/192656/20442/20848/74732/20910/69068/21929/70450 30
GO:0070265 "necrotic cell death" 12/733 59/22215 4.1069258133182735e-7 1.2461076147863209e-5 1.0004841830940756e-5 11796/12362/74256/14102/217837/74568/67245/24105/268749/142980/79201/58203 12
GO:0035455 "response to interferon-alpha" 9/733 31/22215 4.6363645610485955e-7 1.3894871705964655e-5 1.115601831092481e-5 69550/15951/15957/15958/15959/15976/246730/23960/21822 9
GO:1902186 "regulation of viral release from host cell" 9/733 31/22215 4.6363645610485955e-7 1.3894871705964655e-5 1.115601831092481e-5 76681/319236/20821/217069/22670/20128/209387/667823/384309 9
GO:0140289 "protein mono-ADP-ribosylation" 6/733 11/22215 5.070419732816688e-7 1.5103049021225317e-5 1.2126048732012182e-5 671535/101187/243771/547253/235587/80285 6
GO:0002753 "cytoplasmic pattern recognition receptor signaling pathway" 11/733 50/22215 5.407514380702534e-7 1.600951984832235e-5 1.2853842795851768e-5 234311/80861/71586/16145/15944/18035/246727/231655/192656/71956/21929 11
GO:0002224 "toll-like receptor signaling pathway" 17/733 123/22215 6.168867380318596e-7 1.8153564549913457e-5 1.4575269409681096e-5 16365/70110/108960/16362/54123/18035/64685/246730/23960/67245/18754/192656/58185/24088/142980/21929/20128 17
GO:0060339 "negative regulation of type I interferon-mediated signaling pathway" 8/733 24/22215 6.223372134933532e-7 1.8204295137215754e-5 1.4616000362283227e-5 100038882/434341/246730/23960/246727/19255/56045/20847 8
GO:0030099 "myeloid cell differentiation" 35/733 422/22215 6.400909650746021e-7 1.8612168835651376e-5 1.4943477041779245e-5 12010/74481/20304/16149/12606/12608/56492/93694/107371/14102/15242/15951/102639543/226691/15977/16168/15900/100038882/320404/16452/16477/17311/18035/18718/19255/19411/223870/20377/71982/20846/20848/24088/72828/24108/22695 35
GO:2001236 "regulation of extrinsic apoptotic signaling pathway" 20/733 167/22215 6.841031082905175e-7 1.9774222982243656e-5 1.5876475748928485e-5 433256/11910/12122/74256/69635/14165/14630/14573/15368/414801/16854/211323/24105/20377/20684/21929/79202/79201/22035/22029 20
GO:0007260 "tyrosine phosphorylation of STAT protein" 13/733 74/22215 8.090124728225999e-7 2.3247211351402355e-5 1.8664894574222956e-5 20304/56708/14158/16168/16173/16194/16362/16452/16818/547253/80285/19255/12703 13
GO:0002366 "leukocyte activation involved in immune response" 29/733 319/22215 9.319641226357133e-7 2.650404654007598e-5 2.1279766720535068e-5 18106/16149/56708/14158/14190/14824/14991/15368/70110/15967/15977/16173/16194/16362/15900/85305/16854/80859/64685/235587/224860/18754/192656/20442/20848/74732/20910/21929/70450 29
GO:0045785 "positive regulation of cell adhesion" 37/733 467/22215 9.332028669177213e-7 2.650404654007598e-5 2.1279766720535068e-5 320712/11600/11920/12010/68732/20296/20304/18106/60533/16423/16149/74256/63953/54357/14961/16161/16168/16173/16186/16194/16362/320404/16452/16818/80859/211323/14726/83436/18950/18754/101540/192656/12703/21817/230979/70450/22288 37
GO:0042116 "macrophage activation" 15/733 100/22215 9.72503348599325e-7 2.7460571432992502e-5 2.20477485663589e-5 11920/12362/12606/14824/70110/15977/17082/16452/85305/238205/59027/64685/18754/24088/142980 15
GO:0070534 "protein K63-linked ubiquitination" 12/733 64/22215 1.0360333881933762e-6 2.9086339662785303e-5 2.335305749793418e-5 671535/67245/67845/71956/22029/76681/319236/20821/20128/209387/667823/384309 12
GO:0046718 "viral entry into host cell" 15/733 101/22215 1.1077914655318214e-6 3.0923207480702556e-5 2.4827855642535738e-5 16149/12265/17069/18711/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823/384309 15
GO:0002696 "positive regulation of leukocyte activation" 31/733 362/22215 1.4245049574323707e-6 3.953810634691551e-5 3.174464994852281e-5 320940/12010/20296/20304/18106/60533/16423/16149/12606/56708/74256/63953/14165/14961/16161/16168/16169/16173/17082/16186/16362/320404/85305/16818/80859/67245/18950/192656/12703/20910/230979 31
GO:0030217 "T cell differentiation" 27/733 293/22215 1.6969269793827532e-6 4.6833267199348866e-5 3.760184314707189e-5 11352/12010/16149/74256/232174/63953/13653/14087/14102/14190/14369/14370/15977/16168/16173/16186/16194/16362/320404/16818/80859/18950/19255/192656/58185/12703/20848 27
GO:0044409 "entry into host" 15/733 105/22215 1.8343257575558464e-6 5.034090632393432e-5 4.04180826295274e-5 16149/12265/17069/18711/76681/319236/74735/20821/217069/22670/20128/209387/94094/667823/384309 15
GO:0034612 "response to tumor necrosis factor" 21/733 196/22215 2.270673330109426e-6 6.196781685801421e-5 4.9753183346002466e-5 16365/383619/11796/12362/20296/20304/20306/20307/12606/56492/74256/16362/16452/18035/18126/19255/20377/20846/22029/24108/22695 21
GO:0019076 "viral release from host cell" 9/733 37/22215 2.3958328021482513e-6 6.43057320796385e-5 5.1630266170065845e-5 76681/319236/20821/217069/22670/20128/209387/667823/384309 9
GO:0035890 "exit from host" 9/733 37/22215 2.3958328021482513e-6 6.43057320796385e-5 5.1630266170065845e-5 76681/319236/20821/217069/22670/20128/209387/667823/384309 9
GO:0035891 "exit from host cell" 9/733 37/22215 2.3958328021482513e-6 6.43057320796385e-5 5.1630266170065845e-5 76681/319236/20821/217069/22670/20128/209387/667823/384309 9
GO:0050870 "positive regulation of T cell activation" 22/733 213/22215 2.419028655508694e-6 6.457352449267743e-5 5.184527334153232e-5 12010/20296/20304/18106/60533/16423/16149/74256/63953/14961/16161/16168/16173/16186/16362/320404/16818/80859/18950/192656/12703/230979 22
GO:0001961 "positive regulation of cytokine-mediated signaling pathway" 10/733 47/22215 2.4661658594294077e-6 6.547402295278617e-5 5.256827226678475e-5 12362/16149/16145/54123/15944/434341/547253/80285/192656/58203 10
GO:0051251 "positive regulation of lymphocyte activation" 27/733 299/22215 2.4977769939796613e-6 6.595481413832781e-5 5.2954293482607216e-5 320940/12010/20296/20304/18106/60533/16423/16149/56708/74256/63953/14165/14961/16161/16168/16169/16173/16186/16362/320404/16818/80859/67245/18950/192656/12703/230979 27
GO:0042509 "regulation of tyrosine phosphorylation of STAT protein" 12/733 70/22215 2.8006180347384784e-6 7.355386612740574e-5 5.9055477065283365e-5 20304/56708/16168/16173/16194/16362/16452/16818/547253/80285/19255/12703 12
