ID Description GeneRatio BgRatio pvalue p.adjust qvalue geneID Count
GO:0032069 "regulation of nuclease activity" 7/327 27/22215 9.68360729059562e-8 3.1310330239592506e-6 2.6094773330447145e-6 246730/23961/23960/246728/246727/23962/110213 7
GO:0019884 "antigen processing and presentation of exogenous antigen" 8/327 40/22215 1.0327365287208648e-7 3.307679731138997e-6 2.756698896923222e-6 12010/14972/14991/19186/19188/21354/21355/21356 8
GO:0032651 "regulation of interleukin-1 beta production" 11/327 92/22215 1.1057187179756621e-7 3.50833182011904e-6 2.9239271164963894e-6 12362/12363/229898/69146/15951/226695/226691/381308/17874/20848/217203 11
GO:0044406 "adhesion of symbiont to host" 6/327 18/22215 1.554002592058879e-7 4.885035925962865e-6 4.071305036505133e-6 14469/14468/55932/100702/229900/236573 6
GO:0032647 "regulation of interferon-alpha production" 7/327 29/22215 1.6594663774896718e-7 5.168704909704069e-6 4.30772150911853e-6 230073/17472/71586/54123/64685/20846/142980 7
GO:0002764 "immune response-regulating signaling pathway" 21/327 372/22215 1.7576569649210412e-7 5.424768541733577e-6 4.521131025557664e-6 230073/234311/80861/70110/71586/16145/108960/16362/54123/15944/17874/64685/246730/23960/246727/18828/101540/268749/58185/142980/20128 21
GO:0032611 "interleukin-1 beta production" 11/327 98/22215 2.1310383654499086e-7 6.517905631263459e-6 5.432177455030207e-6 12362/12363/229898/69146/15951/226695/226691/381308/17874/20848/217203 11
GO:0035457 "cellular response to interferon-alpha" 6/327 19/22215 2.2431728842463783e-7 6.799617805371834e-6 5.666963075990851e-6 15951/15957/15958/15959/246730/23960 6
GO:0001960 "negative regulation of cytokine-mediated signaling pathway" 9/327 61/22215 2.573023462379615e-7 7.730455446706896e-6 6.442745288194137e-6 100038882/434341/246730/23960/246727/547253/56045/20847/22040 9
GO:0071222 "cellular response to lipopolysaccharide" 18/327 285/22215 2.639590346101499e-7 7.860885285100516e-6 6.5514486152546904e-6 12010/12362/60533/22169/15945/626578/14469/100702/16145/108960/15944/17874/18828/20846/319236/20128/209387/22695 18
GO:0071216 "cellular response to biotic stimulus" 19/327 318/22215 2.8868689804497363e-7 8.522539294458134e-6 7.102886791257566e-6 12010/12122/12362/60533/22169/15945/626578/14469/100702/16145/108960/15944/17874/18828/20846/319236/20128/209387/22695 19
GO:0043123 "positive regulation of I-kappaB kinase/NF-kappaB signaling" 12/327 125/22215 3.3723900908900953e-7 9.804287762458328e-6 8.171126426009762e-6 12362/17874/268749/142980/217203/22035/319236/74735/20821/20128/209387/94094 12
GO:0002237 "response to molecule of bacterial origin" 21/327 387/22215 3.37879725539801e-7 9.804287762458328e-6 8.171126426009762e-6 12010/12362/60533/22169/15945/626578/14469/100702/14991/16145/108960/15944/17874/12457/18828/20846/21355/319236/20128/209387/22695 21
GO:0001961 "positive regulation of cytokine-mediated signaling pathway" 8/327 47/22215 3.86106012832124e-7 1.110872808105984e-5 9.25827798833853e-6 12362/16145/54123/15944/434341/547253/80285/58203 8
GO:0071219 "cellular response to molecule of bacterial origin" 18/327 294/22215 4.1702621888259866e-7 1.1897512715180021e-5 9.915669848354048e-6 12010/12362/60533/22169/15945/626578/14469/100702/16145/108960/15944/17874/18828/20846/319236/20128/209387/22695 18
GO:0060761 "negative regulation of response to cytokine stimulus" 9/327 65/22215 4.5043668447508537e-7 1.2743604531607624e-5 1.0620822876044117e-5 100038882/434341/246730/23960/246727/547253/56045/20847/22040 9
GO:0046596 "regulation of viral entry into host cell" 8/327 50/22215 6.3440132903819e-7 1.779993811640211e-5 1.483489145241109e-5 66141/17069/319236/74735/20821/20128/209387/94094 8
GO:0006471 "protein ADP-ribosylation" 7/327 35/22215 6.627700801109934e-7 1.844347886866248e-5 1.5371233609476706e-5 671535/101187/243771/547253/235587/80285/22375 7
GO:0052547 "regulation of peptidase activity" 22/327 440/22215 7.065348505192533e-7 1.9501510711486707e-5 1.625302249204752e-5 12018/12122/11799/12362/12364/13010/14824/15951/226691/17035/16913/16912/19186/19188/80751/20723/20674/20846/20848/21825/22035/22436 22
GO:0043122 "regulation of I-kappaB kinase/NF-kappaB signaling" 14/327 188/22215 8.190206166811961e-7 2.2423991884134362e-5 1.8688687755849363e-5 12362/17082/17874/268749/20846/142980/217203/22035/319236/74735/20821/20128/209387/94094 14
GO:0032652 "regulation of interleukin-1 production" 11/327 112/22215 8.313506880656129e-7 2.2579484687862045e-5 1.8818279153855723e-5 12362/12363/229898/69146/15951/226695/226691/381308/17874/20848/217203 11
GO:0052372 "modulation by symbiont of entry into host" 8/327 55/22215 1.3496926795809202e-6 3.636671942204146e-5 3.0308888243220663e-5 66141/17069/319236/74735/20821/20128/209387/94094 8
GO:0050688 "regulation of defense response to virus" 9/327 74/22215 1.3867368372766798e-6 3.70396680252755e-5 3.086973960218294e-5 80287/230073/80861/209200/17472/16168/80285/20846/72512 9
GO:0032612 "interleukin-1 production" 11/327 118/22215 1.4016522159207498e-6 3.70396680252755e-5 3.086973960218294e-5 12362/12363/229898/69146/15951/226695/226691/381308/17874/20848/217203 11
GO:0010506 "regulation of autophagy" 16/327 256/22215 1.4073982843182739e-6 3.70396680252755e-5 3.086973960218294e-5 12122/12362/16145/60440/15944/50868/59027/19877/20848/72512/319236/74735/20821/20128/209387/94094 16
GO:0052548 "regulation of endopeptidase activity" 19/327 357/22215 1.6468767330208254e-6 4.3008819296966945e-5 3.5844572132469464e-5 12018/12122/11799/12362/12364/15951/226691/16913/16912/19186/19188/80751/20723/20674/20846/20848/21825/22035/22436 19
GO:0002224 "toll-like receptor signaling pathway" 11/327 123/22215 2.115006915061404e-6 5.481258379109516e-5 4.5682109985416256e-5 70110/108960/16362/54123/17874/64685/246730/23960/58185/142980/20128 11
GO:0016064 "immunoglobulin mediated immune response" 12/327 149/22215 2.217276973627817e-6 5.701108599224722e-5 4.751439396857934e-5 12010/50909/667277/50908/317677/12268/54123/71890/17874/235587/27060/22040 12
GO:0042116 "macrophage activation" 10/327 100/22215 2.233423987325149e-6 5.701108599224722e-5 4.751439396857934e-5 12362/14824/70110/17082/59027/64685/21825/142980/217203/22040 10
GO:0032496 "response to lipopolysaccharide" 19/327 367/22215 2.470891211476821e-6 6.260205718629707e-5 5.2174042234483074e-5 12010/12362/60533/22169/15945/626578/14469/100702/16145/108960/15944/17874/12457/18828/20846/319236/20128/209387/22695 19
GO:0051092 "positive regulation of NF-kappaB transcription factor activity" 12/327 151/22215 2.5504703054880834e-6 6.413960508986698e-5 5.345547119806602e-5 108960/17874/101540/268749/20848/142980/319236/74735/20821/20128/209387/94094 12
GO:0010952 "positive regulation of peptidase activity" 13/327 179/22215 2.6785083495067565e-6 6.686423416599587e-5 5.5726241822555424e-5 12018/12122/12362/12364/14824/15951/226691/19186/19188/20846/20848/22035/22436 13
GO:0019724 "B cell mediated immunity" 12/327 152/22215 2.7330611393871244e-6 6.772804794320648e-5 5.6446164753535075e-5 12010/50909/667277/50908/317677/12268/54123/71890/17874/235587/27060/22040 12
GO:1901658 "glycosyl compound catabolic process" 6/327 29/22215 3.4687256564092163e-6 8.53356782862992e-5 7.112078233736058e-5 224794/11605/17939/18950/22271/22436 6
GO:0000209 "protein polyubiquitination" 15/327 244/22215 3.682547967600649e-6 8.994424712233241e-5 7.49616731307122e-5 68497/209200/64685/671535/81018/75234/268749/80751/319236/74735/20821/20128/209387/94094/56791 15
GO:0010508 "positive regulation of autophagy" 11/327 131/22215 3.922851934509286e-6 9.512915941185018e-5 7.928290225534557e-5 12122/16145/15944/19877/72512/319236/74735/20821/20128/209387/94094 11
GO:0031331 "positive regulation of cellular catabolic process" 20/327 422/22215 5.09903045506585e-6 1.2277452762374865e-4 1.0232320913189254e-4 12122/209200/16145/15944/17454/12457/53312/66853/71701/75234/19877/72512/319236/74735/20821/20128/209387/94094/22160/22695 20
GO:0051090 "regulation of DNA-binding transcription factor activity" 20/327 424/22215 5.46985145900606e-6 1.307756739670815e-4 1.089915546464662e-4 230073/108960/50868/71890/17874/434341/671535/101540/268749/20684/20848/72512/142980/319236/74735/20821/20128/209387/94094/22160 20
GO:0001818 "negative regulation of cytokine production" 16/327 287/22215 6.1307299011140246e-6 1.4555124485511966e-4 1.2130586657485826e-4 11815/69550/60533/80861/17472/15216/17082/64685/246730/23960/246727/21825/21937/20128/22160/22695 16
GO:0006914 autophagy 20/327 433/22215 7.4592954752725325e-6 1.7465040095551897e-4 1.455577948278226e-4 11881/12122/12362/15114/16145/60440/15944/50868/59027/19877/20848/72512/27060/110213/319236/74735/20821/20128/209387/94094 20
GO:0061919 "process utilizing autophagic mechanism" 20/327 433/22215 7.4592954752725325e-6 1.7465040095551897e-4 1.455577948278226e-4 11881/12122/12362/15114/16145/60440/15944/50868/59027/19877/20848/72512/27060/110213/319236/74735/20821/20128/209387/94094 20
GO:0002478 "antigen processing and presentation of exogenous peptide antigen" 6/327 33/22215 7.696534552339476e-6 1.7775329799450695e-4 1.4814382296232374e-4 12010/14972/14991/21354/21355/21356 6
GO:1903901 "negative regulation of viral life cycle" 6/327 33/22215 7.696534552339476e-6 1.7775329799450695e-4 1.4814382296232374e-4 69550/66141/17069/319236/20128/209387 6
GO:0002753 "cytoplasmic pattern recognition receptor signaling pathway" 7/327 50/22215 8.14782391320909e-6 1.862662217113089e-4 1.5523869590264267e-4 230073/234311/80861/71586/16145/15944/246727 7
GO:0010950 "positive regulation of endopeptidase activity" 12/327 169/22215 8.174865106033881e-6 1.862662217113089e-4 1.5523869590264267e-4 12018/12122/12362/12364/15951/226691/19186/19188/20846/20848/22035/22436 12
GO:0051091 "positive regulation of DNA-binding transcription factor activity" 15/327 266/22215 1.0435909001200023e-5 2.3619940706049385e-4 1.968541992647415e-4 230073/108960/17874/101540/268749/20684/20848/72512/142980/319236/74735/20821/20128/209387/94094 15
GO:0098586 "cellular response to virus" 8/327 72/22215 1.068102742510457e-5 2.401462788624504e-4 2.0014361602426685e-4 230073/234311/80861/71586/16145/15944/246727/142980 8
GO:0045765 "regulation of angiogenesis" 16/327 302/22215 1.160829109880711e-5 2.592772913187509e-4 2.1608785646532906e-4 11504/73230/15945/80898/14824/18186/101540/19877/20684/20846/20848/21825/21826/142980/21937/22375 16
GO:0044270 "cellular nitrogen compound catabolic process" 19/327 410/22215 1.2057720385776004e-5 2.6755529875627145e-4 2.229869445955686e-4 11810/224794/209176/57444/17454/17874/12457/74167/246728/18950/71701/19877/56045/276950/237886/22040/22271/22436/22695 19
GO:0046700 "heterocycle catabolic process" 19/327 411/22215 1.247559132215657e-5 2.750300814202699e-4 2.292166061104365e-4 11810/224794/209176/57444/17454/17874/12457/74167/246728/18950/71701/19877/56045/276950/237886/22040/22271/22436/22695 19
GO:0051701 "biological process involved in interaction with host" 11/327 148/22215 1.2659009805640161e-5 2.772731502590216e-4 2.3108603298852804e-4 100040563/66141/15944/17069/18186/319236/74735/20821/20128/209387/94094 11
GO:0051259 "protein complex oligomerization" 14/327 238/22215 1.2803294052890362e-5 2.7863579044591527e-4 2.322216897042462e-4 12010/229898/69146/100038882/16518/74568/246730/23960/71701/672511/20135/56045/72512/21817 14
GO:2000116 "regulation of cysteine-type endopeptidase activity" 14/327 239/22215 1.3422194906326262e-5 2.9024427838839274e-4 2.4189647943818296e-4 12018/12122/11799/12362/12364/15951/226691/16912/80751/20674/20846/21825/22035/22436 14
GO:1901342 "regulation of vasculature development" 16/327 306/22215 1.3664188891933692e-5 2.936070967602208e-4 2.4469913218865935e-4 11504/73230/15945/80898/14824/18186/101540/19877/20684/20846/20848/21825/21826/142980/21937/22375 16
GO:0042270 "protection from natural killer cell mediated cytotoxicity" 4/327 11/22215 1.4018886934327008e-5 2.974632571377512e-4 2.4791294789125657e-4 93694/20723/21354/21355 4
GO:0061635 "regulation of protein complex stability" 4/327 11/22215 1.4018886934327008e-5 2.974632571377512e-4 2.4791294789125657e-4 16145/15944/21356/22040 4
GO:0009896 "positive regulation of catabolic process" 21/327 491/22215 1.4159905028613839e-5 2.985893016903353e-4 2.4885142018250405e-4 68497/12122/209200/16145/15944/17454/12457/53312/66853/71701/75234/19877/72512/319236/74735/20821/20128/209387/94094/22160/22695 21
GO:0034655 "nucleobase-containing compound catabolic process" 18/327 382/22215 1.638133484067388e-5 3.43300196198073e-4 2.8611454224646774e-4 11810/224794/57444/17454/17874/12457/74167/246728/18950/71701/19877/56045/276950/237886/22040/22271/22436/22695 18
GO:0046718 "viral entry into host cell" 9/327 101/22215 1.8511796544494578e-5 3.855677869236754e-4 3.213413568718206e-4 66141/17069/18186/319236/74735/20821/20128/209387/94094 9
GO:0070213 "protein auto-ADP-ribosylation" 4/327 12/22215 2.0784472078131495e-5 4.3026391893449047e-4 3.5859217552000936e-4 671535/101187/243771/235587 4
GO:0002698 "negative regulation of immune effector process" 10/327 129/22215 2.1792501262972798e-5 4.4839722295631905e-4 3.7370490204064355e-4 69550/93694/14824/15216/16362/235587/20723/21354/21355/110213 10
GO:0032727 "positive regulation of interferon-alpha production" 5/327 24/22215 2.2634825375965996e-5 4.6292308524942505e-4 3.858111008915447e-4 230073/71586/54123/20846/142980 5
GO:0043903 "regulation of biological process involved in symbiotic interaction" 8/327 80/22215 2.3362729723154028e-5 4.7494890664735284e-4 3.958337062454335e-4 66141/17069/319236/74735/20821/20128/209387/94094 8
GO:0044409 "entry into host" 9/327 105/22215 2.5304088579735235e-5 5.113534567154829e-4 4.261741234481724e-4 66141/17069/18186/319236/74735/20821/20128/209387/94094 9
GO:0019439 "aromatic compound catabolic process" 19/327 433/22215 2.565088675096468e-5 5.152944409439355e-4 4.2945863336401783e-4 11810/224794/209176/57444/17454/17874/12457/74167/246728/18950/71701/19877/56045/276950/237886/22040/22271/22436/22695 19
GO:0002274 "myeloid leukocyte activation" 14/327 254/22215 2.644788606653329e-5 5.281798423287089e-4 4.4019763310737753e-4 74481/12362/14824/70110/16168/17082/17874/59027/64685/18828/21825/142980/217203/22040 14
GO:0050691 "regulation of defense response to virus by host" 6/327 45/22215 4.8791673670752965e-5 9.687001877906802e-4 8.073377582455153e-4 230073/209200/16168/80285/20846/72512 6
GO:0071605 "monocyte chemotactic protein-1 production" 5/327 28/22215 4.986962300680951e-5 9.786553185440364e-4 8.156346008050135e-4 11815/246730/23960/246727/22160 5
GO:0071637 "regulation of monocyte chemotactic protein-1 production" 5/327 28/22215 4.986962300680951e-5 9.786553185440364e-4 8.156346008050135e-4 11815/246730/23960/246727/22160 5
GO:0032897 "negative regulation of viral transcription" 4/327 15/22215 5.5345622447343884e-5 0.0010737050754784712 8.948513271486336e-4 20684/74735/20821/22695 4
GO:0042454 "ribonucleoside catabolic process" 4/327 15/22215 5.5345622447343884e-5 0.0010737050754784712 8.948513271486336e-4 224794/18950/22271/22436 4
GO:1901361 "organic cyclic compound catabolic process" 19/327 459/22215 5.631220920035965e-5 0.001086249717245574 9.0530632972827e-4 11810/224794/209176/57444/17454/17874/12457/74167/246728/18950/71701/19877/56045/276950/237886/22040/22271/22436/22695 19
GO:0046631 "alpha-beta T cell activation" 11/327 177/22215 6.624408901858319e-5 0.0012706140238310166 0.0010589599243648624 60533/381409/14991/15216/16168/16362/18950/58185/12703/20848/27060 11
GO:0039528 "cytoplasmic pattern recognition receptor signaling pathway in response to virus" 5/327 30/22215 7.05872771903057e-5 0.0013387922126317756 0.001115781247206949 230073/234311/80861/71586/246727 5
GO:0046597 "negative regulation of viral entry into host cell" 5/327 30/22215 7.05872771903057e-5 0.0013387922126317756 0.001115781247206949 66141/17069/319236/20128/209387 5
GO:0045862 "positive regulation of proteolysis" 16/327 351/22215 7.136859902500017e-5 0.0013460910760548644 0.0011218642934456167 12018/12122/12362/12364/14824/15951/226691/53312/67759/19186/19188/75234/20846/20848/22035/22436 16
GO:0009262 "deoxyribonucleotide metabolic process" 6/327 49/22215 7.97313139106231e-5 0.0014955127664451127 0.00124639588131291 22169/18950/20135/56045/22271/22436 6
GO:0030522 "intracellular receptor signaling pathway" 12/327 216/22215 9.187797355295203e-5 0.0017138775835839127 0.0014283863094871894 13163/230073/234311/80861/71586/16145/15944/246727/236900/80751/20848/22160 12
GO:0071360 "cellular response to exogenous dsRNA" 4/327 17/22215 9.427952248699861e-5 0.001730156642396542 0.0014419536639832275 230073/71586/72512/142980 4
GO:2001034 "positive regulation of double-strand break repair via nonhomologous end joining" 4/327 17/22215 9.427952248699861e-5 0.001730156642396542 0.0014419536639832275 209200/71890/235587/80285 4
GO:2001185 "regulation of CD8-positive, alpha-beta T cell activation" 4/327 17/22215 9.427952248699861e-5 0.001730156642396542 0.0014419536639832275 60533/15216/16362/12703 4
GO:0052126 "movement in host environment" 9/327 125/22215 9.962315517315803e-5 0.0018183903860907072 0.0015154897629057655 66141/17069/18186/319236/74735/20821/20128/209387/94094 9
GO:0062207 "regulation of pattern recognition receptor signaling pathway" 8/327 98/22215 1.008968444046267e-4 0.0018317903034957628 0.0015266575725282102 234311/80861/70110/16362/54123/58185/142980/20128 8
GO:0002230 "positive regulation of defense response to virus by host" 5/327 33/22215 1.133845055752049e-4 0.002047555300147982 0.0017064812485226804 230073/209200/80285/20846/72512 5
GO:0002704 "negative regulation of leukocyte mediated immunity" 7/327 75/22215 1.1826421827642563e-4 0.002124375772743201 0.0017705052560681262 69550/93694/15216/235587/20723/21354/21355 7
GO:0032675 "regulation of interleukin-6 production" 10/327 159/22215 1.2824580167333316e-4 0.0022915499825314004 0.0019098322155009391 230073/71586/171095/17874/20848/142980/217203/21937/20128/22160 10
GO:0050727 "regulation of inflammatory response" 15/327 334/22215 1.408055363600901e-4 0.0025027999787565758 0.0020858929828378187 68497/12362/12364/12363/14824/70110/17082/17874/64685/72512/142980/21937/22040/58203/22695 15
GO:0032755 "positive regulation of interleukin-6 production" 8/327 105/22215 1.6357964963959975e-4 0.002892463075658548 0.0024106474683730492 230073/71586/171095/17874/20848/142980/217203/22160 8
GO:0002755 "MyD88-dependent toll-like receptor signaling pathway" 4/327 20/22215 1.8534756615599393e-4 0.003226948651792817 0.002689415696773612 108960/16362/54123/17874 4
GO:0071639 "positive regulation of monocyte chemotactic protein-1 production" 4/327 20/22215 1.8534756615599393e-4 0.003226948651792817 0.002689415696773612 246730/23960/246727/22160 4
GO:1902187 "negative regulation of viral release from host cell" 4/327 20/22215 1.8534756615599393e-4 0.003226948651792817 0.002689415696773612 319236/20821/20128/209387 4
GO:0006956 "complement activation" 6/327 57/22215 1.8747300689395672e-4 0.0032473002979846077 0.0027063772423789236 50909/667277/50908/317677/625018/12268 6
GO:0032635 "interleukin-6 production" 10/327 167/22215 1.9168398431175445e-4 0.0033033864301441943 0.002753120757841282 230073/71586/171095/17874/20848/142980/217203/21937/20128/22160 10
GO:0032642 "regulation of chemokine production" 8/327 109/22215 2.1187171865032984e-4 0.003632850933423585 0.003027704304795782 11815/17082/17874/246730/23960/246727/142980/22160 8
GO:0032722 "positive regulation of chemokine production" 7/327 83/22215 2.2380459191591914e-4 0.003803657413622772 0.003170058484712196 17082/17874/246730/23960/246727/142980/22160 7
GO:0002281 "macrophage activation involved in immune response" 4/327 21/22215 2.2631481518462442e-4 0.003803657413622772 0.003170058484712196 14824/70110/64685/22040 4
GO:0002577 "regulation of antigen processing and presentation" 4/327 21/22215 2.2631481518462442e-4 0.003803657413622772 0.003170058484712196 15216/21355/213233/21825 4
GO:0009164 "nucleoside catabolic process" 4/327 21/22215 2.2631481518462442e-4 0.003803657413622772 0.003170058484712196 224794/18950/22271/22436 4
GO:0032602 "chemokine production" 8/327 113/22215 2.7128522833054606e-4 0.004528008440206444 0.003773749844903471 11815/17082/17874/246730/23960/246727/142980/22160 8
GO:0031663 "lipopolysaccharide-mediated signaling pathway" 6/327 61/22215 2.730752669032028e-4 0.004528008440206444 0.003773749844903471 108960/17874/20846/319236/20128/209387 6
GO:0046782 "regulation of viral transcription" 4/327 22/22215 2.7341435353234785e-4 0.004528008440206444 0.003773749844903471 20684/74735/20821/22695 4
GO:0031638 "zymogen activation" 7/327 86/22215 2.7896868256730453e-4 0.004586586233612348 0.0038225699700643336 12018/50909/667277/15951/226691/67759/21825 7
GO:0002700 "regulation of production of molecular mediator of immune response" 10/327 175/22215 2.796534168947735e-4 0.004586586233612348 0.0038225699700643336 12010/69550/230073/15216/71890/235587/58185/142980/110213/22040 10
GO:0009165 "nucleotide biosynthetic process" 11/327 209/22215 2.85967801385712e-4 0.004667599450502366 0.0038900883103481472 22169/209176/59027/54369/246730/23962/236900/18950/20135/20848/22271 11
GO:0043281 "regulation of cysteine-type endopeptidase activity involved in apoptotic process" 11/327 210/22215 2.978937343296477e-4 0.004827970303207885 0.004023745190302393 12018/12122/11799/12362/12364/80751/20674/20846/21825/22035/22436 11
GO:0002707 "negative regulation of lymphocyte mediated immunity" 6/327 62/22215 2.9863733834275576e-4 0.004827970303207885 0.004023745190302393 93694/15216/235587/20723/21354/21355 6
GO:0002440 "production of molecular mediator of immune response" 12/327 247/22215 3.192000476429362e-4 0.005135943894539187 0.004280417700494948 12010/69550/230073/15216/71890/235587/58185/56045/27060/142980/110213/22040 12
GO:1901136 "carbohydrate derivative catabolic process" 9/327 146/22215 3.217218228727491e-4 0.005152101833268789 0.004293884110635301 224794/11605/15442/17939/74167/18950/56045/22271/22436 9
GO:0071359 "cellular response to dsRNA" 4/327 23/22215 3.271569321088635e-4 0.0052145435892469085 0.004345924554033234 230073/71586/72512/142980 4
GO:1901293 "nucleoside phosphate biosynthetic process" 11/327 213/22215 3.3621662934879554e-4 0.005333904002986733 0.004445402359515801 22169/209176/59027/54369/246730/23962/236900/18950/20135/20848/22271 11
GO:0071612 "IP-10 production" 3/327 10/22215 3.512199027211632e-4 0.0054948920264440045 0.0045795736042419915 246730/23960/246727 3
GO:0071658 "regulation of IP-10 production" 3/327 10/22215 3.512199027211632e-4 0.0054948920264440045 0.0045795736042419915 246730/23960/246727 3
GO:2000342 "negative regulation of chemokine (C-X-C motif) ligand 2 production" 3/327 10/22215 3.512199027211632e-4 0.0054948920264440045 0.0045795736042419915 246730/23960/246727 3
GO:2001056 "positive regulation of cysteine-type endopeptidase activity" 9/327 148/22215 3.556915583306773e-4 0.005539324956571786 0.004616605064185711 12018/12122/12362/12364/15951/226691/20846/22035/22436 9
GO:0045953 "negative regulation of natural killer cell mediated cytotoxicity" 4/327 24/22215 3.8806135345544307e-4 0.006015836963384608 0.005013741495257058 93694/20723/21354/21355 4
GO:0097300 "programmed necrotic cell death" 5/327 43/22215 4.0776319275097995e-4 0.006292527451770804 0.005244341923993464 12362/74568/268749/142980/58203 5
GO:0009394 "2'-deoxyribonucleotide metabolic process" 5/327 44/22215 4.5455183585385437e-4 0.006890390504986626 0.005742615201117448 22169/18950/56045/22271/22436 5
GO:0019692 "deoxyribose phosphate metabolic process" 5/327 44/22215 4.5455183585385437e-4 0.006890390504986626 0.005742615201117448 22169/18950/56045/22271/22436 5
GO:0062208 "positive regulation of pattern recognition receptor signaling pathway" 5/327 44/22215 4.5455183585385437e-4 0.006890390504986626 0.005742615201117448 234311/80861/70110/58185/142980 5
GO:0002716 "negative regulation of natural killer cell mediated immunity" 4/327 25/22215 4.566532735263596e-4 0.006890390504986626 0.005742615201117448 93694/20723/21354/21355 4
GO:0034656 "nucleobase-containing small molecule catabolic process" 4/327 25/22215 4.566532735263596e-4 0.006890390504986626 0.005742615201117448 224794/18950/22271/22436 4
GO:0006152 "purine nucleoside catabolic process" 3/327 11/22215 4.776702836412266e-4 0.007175622181247629 0.00598033405881517 224794/18950/22436 3
GO:0072523 "purine-containing compound catabolic process" 5/327 45/22215 5.05271856126742e-4 0.007556819169825063 0.006298032688470589 224794/74167/18950/56045/22436 5
GO:0039529 "RIG-I signaling pathway" 4/327 26/22215 5.33464056239229e-4 0.007809489522902625 0.006508614165587863 230073/234311/80861/246727 4
GO:0046386 "deoxyribose phosphate catabolic process" 4/327 26/22215 5.33464056239229e-4 0.007809489522902625 0.006508614165587863 18950/56045/22271/22436 4
GO:0072567 "chemokine (C-X-C motif) ligand 2 production" 4/327 26/22215 5.33464056239229e-4 0.007809489522902625 0.006508614165587863 17874/246730/23960/246727 4
GO:2000341 "regulation of chemokine (C-X-C motif) ligand 2 production" 4/327 26/22215 5.33464056239229e-4 0.007809489522902625 0.006508614165587863 17874/246730/23960/246727 4
GO:0019080 "viral gene expression" 6/327 69/22215 5.343589105106065e-4 0.007809489522902625 0.006508614165587863 319278/20684/74735/20821/22278/22695 6
GO:0007259 "receptor signaling pathway via JAK-STAT" 10/327 190/22215 5.359679112919917e-4 0.007809489522902625 0.006508614165587863 14600/16168/16362/547253/80285/12703/20846/20847/20848/21937 10
GO:0034121 "regulation of toll-like receptor signaling pathway" 6/327 70/22215 5.773254052551282e-4 0.008340509578047491 0.006951178899555587 70110/16362/54123/58185/142980/20128 6
GO:0042509 "regulation of tyrosine phosphorylation of STAT protein" 6/327 70/22215 5.773254052551282e-4 0.008340509578047491 0.006951178899555587 16168/16362/547253/80285/12703/21937 6
GO:0009264 "deoxyribonucleotide catabolic process" 4/327 27/22215 6.190296791287326e-4 0.008905109155262911 0.007421729605254385 18950/56045/22271/22436 4
GO:0032609 "interferon-gamma production" 8/327 130/22215 6.945436156489131e-4 0.009949264030076201 0.008291953092890422 60533/14991/110558/17082/100038882/75234/27060/142980 8
GO:0097696 "receptor signaling pathway via STAT" 10/327 197/22215 7.095805095491762e-4 0.01009856455165709 0.008416383695792343 14600/16168/16362/547253/80285/12703/20846/20847/20848/21937 10
GO:0060445 "branching involved in salivary gland morphogenesis" 4/327 28/22215 7.138896884823863e-4 0.01009856455165709 0.008416383695792343 14165/14178/18186/21817 4
GO:1900017 "positive regulation of cytokine production involved in inflammatory response" 4/327 28/22215 7.138896884823863e-4 0.01009856455165709 0.008416383695792343 229898/171095/17874/20848 4
GO:0098926 "postsynaptic signal transduction" 5/327 49/22215 7.516905061534276e-4 0.010589167088758867 0.008825263509676407 110454/17067/17069/57248/20848 5
GO:0007260 "tyrosine phosphorylation of STAT protein" 6/327 74/22215 7.766365765511055e-4 0.010895376766078525 0.009080465932011185 16168/16362/547253/80285/12703/21937 6
GO:0051098 "regulation of binding" 15/327 394/22215 8.017792254404563e-4 0.011179390171455427 0.009317169453801158 12010/209200/15216/15951/226691/15958/71890/80285/19877/20684/72512/16765/110213/20821/22160 15
GO:0042532 "negative regulation of tyrosine phosphorylation of STAT protein" 3/327 13/22215 8.100530138963285e-4 0.011179390171455427 0.009317169453801158 16362/547253/12703 3
GO:0042590 "antigen processing and presentation of exogenous peptide antigen via MHC class I" 3/327 13/22215 8.100530138963285e-4 0.011179390171455427 0.009317169453801158 14972/21354/21356 3
GO:0060340 "positive regulation of type I interferon-mediated signaling pathway" 3/327 13/22215 8.100530138963285e-4 0.011179390171455427 0.009317169453801158 54123/434341/58203 3
GO:0032682 "negative regulation of chemokine production" 4/327 29/22215 8.185862023801309e-4 0.011251417640002205 0.00937719885786402 11815/246730/23960/246727 4
GO:0019083 "viral transcription" 5/327 50/22215 8.252680402915566e-4 0.011252148581485282 0.009377808041867277 20684/74735/20821/22278/22695 5
GO:0045646 "regulation of erythrocyte differentiation" 5/327 50/22215 8.252680402915566e-4 0.011252148581485282 0.009377808041867277 12010/100038882/20846/20848/22695 5
GO:0051100 "negative regulation of binding" 9/327 168/22215 8.887963211343891e-4 0.012069854041005005 0.010059303205091527 12010/15216/15951/226691/15958/71890/19877/20684/110213 9
GO:0045739 "positive regulation of DNA repair" 6/327 76/22215 8.943360534678326e-4 0.012096696818817894 0.0100816746140555 209200/14165/71890/235587/80285/18950 6
GO:0001911 "negative regulation of leukocyte mediated cytotoxicity" 4/327 30/22215 9.33662960101643e-4 0.01252879742903193 0.01044179753173795 93694/20723/21354/21355 4
